game_id,decision_no,player,phase,empty_cells,legal_actions,action_kind,x,y,direction1,direction2,down_direction,ai,evaluated_candidates,selected_win_rate,selected_score_margin,best_win_rate,second_best_win_rate,best_win_rate_gap,turn,legal_moves_count,best_winrate,second_winrate,worst_winrate,best_second_gap,best_worst_gap,selected_move,selected_winrate
5,18,F,2,1,31,put,2,0,Y,X,,monte_carlo,24,1.0,12.7,1.0,1.0,0.0,18,31,1.0,1.0,1.0,0.0,0.0,"put,x=2,y=0,piece_index=0,direction1=Y,direction2=X",1.0
5,19,G,3,9,312,put,2,0,Z,Y,,random,,,,,,,19,312,0.0,0.0,0.0,0.0,0.0,"put,x=2,y=0,piece_index=2,direction1=Z,direction2=Y",
5,20,F,3,8,136,put,0,0,Y,X,,monte_carlo,24,1.0,13.2,1.0,1.0,0.0,20,136,1.0,1.0,1.0,0.0,0.0,"put,x=0,y=0,piece_index=1,direction1=Y,direction2=X",
5,21,G,3,7,174,put,0,1,Z,X,X,random,,,,,,,21,174,0.0,0.0,0.0,0.0,0.0,"put,x=0,y=1,piece_index=2,direction1=Z,direction2=X,down_direction=X",
5,22,F,3,6,50,put,1,1,Z,Y,,monte_carlo,24,1.0,14.3,1.0,1.0,0.0,22,50,1.0,1.0,1.0,0.0,0.0,"put,x=1,y=1,piece_index=0,direction1=Z,direction2=Y",
5,23,G,3,5,88,put,1,2,Z,Y,,random,,,,,,,23,88,0.0,0.0,0.0,0.0,0.0,"put,x=1,y=2,piece_index=1,direction1=Z,direction2=Y",
5,24,G,3,4,36,put,2,2,Z,X,,random,,,,,,,24,36,0.0,0.0,0.0,0.0,0.0,"put,x=2,y=2,piece_index=0,direction1=Z,direction2=X",0.0
6,1,F,1,9,649,put,0,1,Z,Y,,monte_carlo,24,0.9,3.3,0.9,0.75,0.15000000000000002,1,649,1.0,1.0,0.0,0.0,1.0,"put,x=0,y=1,piece_index=2,direction1=Z,direction2=Y",
6,2,G,1,8,577,put,1,1,X,Z,,random,,,,,,,2,577,1.0,1.0,0.0,0.0,1.0,"put,x=1,y=1,piece_index=8,direction1=X,direction2=Z",
6,3,F,1,7,463,put,2,2,Y,X,,monte_carlo,24,0.8,4.4,0.8,0.8,0.0,3,463,1.0,1.0,0.0,0.0,1.0,"put,x=2,y=2,piece_index=7,direction1=Y,direction2=X",
6,4,G,1,6,397,put,2,0,Z,X,,random,,,,,,,4,397,1.0,1.0,0.0,0.0,1.0,"put,x=2,y=0,piece_index=2,direction1=Z,direction2=X",
6,5,F,1,5,301,put,0,0,Y,Z,,monte_carlo,24,0.75,2.3,0.75,0.7,0.050000000000000044,5,301,1.0,1.0,0.0,0.0,1.0,"put,x=0,y=0,piece_index=0,direction1=Y,direction2=Z",
6,6,G,1,4,241,put,0,2,X,Z,,random,,,,,,,6,241,1.0,1.0,0.0,0.0,1.0,"put,x=0,y=2,piece_index=9,direction1=X,direction2=Z",
6,7,F,1,3,163,put,1,0,Y,Z,,monte_carlo,24,0.85,4.6,0.85,0.85,0.0,7,163,1.0,1.0,0.0,0.0,1.0,"put,x=1,y=0,piece_index=4,direction1=Y,direction2=Z",
6,8,G,1,2,109,put,1,2,Y,Z,,random,,,,,,,8,109,1.0,1.0,0.0,0.0,1.0,"put,x=1,y=2,piece_index=5,direction1=Y,direction2=Z",
6,9,F,1,1,49,put,2,1,X,Y,,monte_carlo,24,1.0,4.2,1.0,0.95,0.050000000000000044,9,49,1.0,1.0,0.0,0.0,1.0,"put,x=2,y=1,piece_index=3,direction1=X,direction2=Y",
6,10,F,2,9,547,put,2,0,Y,Z,,monte_carlo,24,1.0,5.3,1.0,1.0,0.0,10,547,1.0,1.0,0.25,0.0,0.75,"put,x=2,y=0,piece_index=3,direction1=Y,direction2=Z",
