game_id,decision_no,player,phase,empty_cells,legal_actions,action_kind,x,y,direction1,direction2,down_direction,ai,evaluated_candidates,selected_win_rate,selected_score_margin,best_win_rate,second_best_win_rate,best_win_rate_gap,turn,legal_moves_count,best_winrate,second_winrate,worst_winrate,best_second_gap,best_worst_gap,selected_move,selected_winrate
6,11,G,2,8,544,put,0,1,X,Z,X,random,,,,,,,11,544,0.75,0.5,0.0,0.25,0.75,"put,x=0,y=1,piece_index=5,direction1=X,direction2=Z,down_direction=X",
6,12,F,2,7,361,put,2,1,Z,Y,,monte_carlo,24,1.0,6.7,1.0,1.0,0.0,12,361,1.0,1.0,0.5,0.0,0.5,"put,x=2,y=1,piece_index=5,direction1=Z,direction2=Y",
6,13,G,2,6,364,put,2,2,Z,Y,Y,random,,,,,,,13,364,0.5,0.25,0.0,0.25,0.5,"put,x=2,y=2,piece_index=3,direction1=Z,direction2=Y,down_direction=Y",
6,14,F,2,5,211,put,1,1,Y,Z,,monte_carlo,24,1.0,6.3,1.0,1.0,0.0,14,211,1.0,1.0,0.5,0.0,0.5,"put,x=1,y=1,piece_index=1,direction1=Y,direction2=Z",
6,15,G,2,4,216,put,0,0,Z,Y,Y,random,,,,,,,15,216,0.5,0.25,0.0,0.25,0.5,"put,x=0,y=0,piece_index=5,direction1=Z,direction2=Y,down_direction=Y",
6,16,F,2,3,105,put,1,2,X,Z,,monte_carlo,24,1.0,7.8,1.0,1.0,0.0,16,105,1.0,1.0,1.0,0.0,0.0,"put,x=1,y=2,piece_index=0,direction1=X,direction2=Z",
6,17,G,2,2,90,put,0,2,Z,Y,,random,,,,,,,17,90,0.0,0.0,0.0,0.0,0.0,"put,x=0,y=2,piece_index=4,direction1=Z,direction2=Y",
6,18,F,2,1,25,put,1,0,X,Z,,monte_carlo,24,1.0,8.6,1.0,1.0,0.0,18,25,1.0,1.0,1.0,0.0,0.0,"put,x=1,y=0,piece_index=0,direction1=X,direction2=Z",1.0
6,19,G,3,9,312,put,2,0,Y,Z,,random,,,,,,,19,312,0.0,0.0,0.0,0.0,0.0,"put,x=2,y=0,piece_index=0,direction1=Y,direction2=Z",
6,20,F,3,8,136,put,2,1,X,Y,,monte_carlo,24,1.0,9.0,1.0,1.0,0.0,20,136,1.0,1.0,1.0,0.0,0.0,"put,x=2,y=1,piece_index=0,direction1=X,direction2=Y",
6,21,G,3,7,180,put,0,1,Y,Z,,random,,,,,,,21,180,0.0,0.0,0.0,0.0,0.0,"put,x=0,y=1,piece_index=0,direction1=Y,direction2=Z",
6,22,F,3,6,52,put,0,2,Z,Y,,monte_carlo,24,1.0,9.7,1.0,1.0,0.0,22,52,1.0,1.0,1.0,0.0,0.0,"put,x=0,y=2,piece_index=0,direction1=Z,direction2=Y",
6,23,G,3,5,84,put,2,2,Z,X,X,random,,,,,,,23,84,0.0,0.0,0.0,0.0,0.0,"put,x=2,y=2,piece_index=1,direction1=Z,direction2=X,down_direction=X",
6,24,G,3,4,32,put,1,0,X,Z,,random,,,,,,,24,32,0.0,0.0,0.0,0.0,0.0,"put,x=1,y=0,piece_index=0,direction1=X,direction2=Z",
7,1,F,1,9,649,put,0,2,Y,Z,,monte_carlo,24,1.0,4.3,1.0,0.9,0.09999999999999998,1,649,1.0,1.0,0.0,0.0,1.0,"put,x=0,y=2,piece_index=7,direction1=Y,direction2=Z",
7,2,G,1,8,577,put,2,0,Y,Z,,random,,,,,,,2,577,1.0,1.0,0.0,0.0,1.0,"put,x=2,y=0,piece_index=11,direction1=Y,direction2=Z",
7,3,F,1,7,463,put,2,2,X,Y,,monte_carlo,24,1.0,5.2,1.0,0.95,0.050000000000000044,3,463,1.0,1.0,0.5,0.0,0.5,"put,x=2,y=2,piece_index=1,direction1=X,direction2=Y",
7,4,G,1,6,397,put,0,0,Z,Y,,random,,,,,,,4,397,1.0,0.5,0.0,0.5,1.0,"put,x=0,y=0,piece_index=0,direction1=Z,direction2=Y",0.0
7,5,F,1,5,301,put,1,1,Z,Y,,monte_carlo,24,0.95,3.2,0.95,0.9,0.04999999999999993,5,301,1.0,1.0,0.0,0.0,1.0,"put,x=1,y=1,piece_index=5,direction1=Z,direction2=Y",
7,6,G,1,4,241,put,2,1,X,Z,,random,,,,,,,6,241,0.5,0.5,0.0,0.0,0.5,"put,x=2,y=1,piece_index=2,direction1=X,direction2=Z",
7,7,F,1,3,163,put,0,1,X,Y,,monte_carlo,24,1.0,5.4,1.0,1.0,0.0,7,163,1.0,1.0,0.0,0.0,1.0,"put,x=0,y=1,piece_index=8,direction1=X,direction2=Y",
7,8,G,1,2,109,put,1,2,Z,X,,random,,,,,,,8,109,0.5,0.25,0.0,0.25,0.5,"put,x=1,y=2,piece_index=6,direction1=Z,direction2=X",0.25
7,9,F,1,1,49,put,1,0,Z,X,,monte_carlo,24,1.0,6.8,1.0,1.0,0.0,9,49,1.0,1.0,0.0,0.0,1.0,"put,x=1,y=0,piece_index=6,direction1=Z,direction2=X",
7,10,F,2,9,547,end_phase,,,,,,monte_carlo,24,1.0,7.7,1.0,1.0,0.0,10,547,1.0,1.0,0.75,0.0,0.25,end_phase,1.0
7,11,G,3,9,624,put,0,0,Y,Z,Y,random,,,,,,,11,624,0.0,0.0,0.0,0.0,0.0,"put,x=0,y=0,piece_index=3,direction1=Y,direction2=Z,down_direction=Y",
7,12,F,3,8,476,put,0,2,Y,X,,monte_carlo,24,1.0,7.5,1.0,1.0,0.0,12,476,1.0,1.0,1.0,0.0,0.0,"put,x=0,y=2,piece_index=3,direction1=Y,direction2=X",
7,13,G,3,7,406,put,2,0,Z,X,,random,,,,,,,13,406,0.0,0.0,0.0,0.0,0.0,"put,x=2,y=0,piece_index=2,direction1=Z,direction2=X",
7,14,F,3,6,288,put,2,2,Y,Z,Y,monte_carlo,24,1.0,7.6,1.0,1.0,0.0,14,288,1.0,1.0,1.0,0.0,0.0,"put,x=2,y=2,piece_index=4,direction1=Y,direction2=Z,down_direction=Y",
7,15,G,3,5,228,put,0,1,Z,Y,,random,,,,,,,15,228,0.0,0.0,0.0,0.0,0.0,"put,x=0,y=1,piece_index=1,direction1=Z,direction2=Y",
7,16,F,3,4,150,put,2,1,Z,X,X,monte_carlo,24,1.0,8.1,1.0,1.0,0.0,16,150,1.0,1.0,1.0,0.0,0.0,"put,x=2,y=1,piece_index=3,direction1=Z,direction2=X,down_direction=X",
7,17,G,3,3,110,put,1,0,Y,X,,random,,,,,,,17,110,0.0,0.0,0.0,0.0,0.0,"put,x=1,y=0,piece_index=0,direction1=Y,direction2=X",
7,18,F,3,2,56,put,1,2,X,Z,,monte_carlo,24,1.0,10.0,1.0,1.0,0.0,18,56,1.0,1.0,1.0,0.0,0.0,"put,x=1,y=2,piece_index=0,direction1=X,direction2=Z",1.0
7,19,G,3,1,24,put,1,1,X,Z,,random,,,,,,,19,24,0.0,0.0,0.0,0.0,0.0,"put,x=1,y=1,piece_index=0,direction1=X,direction2=Z",0.0
8,1,F,1,9,649,put,0,1,X,Z,,monte_carlo,24,0.8,3.9,0.8,0.8,0.0,1,649,1.0,1.0,0.0,0.0,1.0,"put,x=0,y=1,piece_index=7,direction1=X,direction2=Z",
8,2,G,1,8,577,put,2,2,X,Y,,random,,,,,,,2,577,1.0,1.0,0.0,0.0,1.0,"put,x=2,y=2,piece_index=5,direction1=X,direction2=Y",
8,3,F,1,7,463,put,1,1,Z,X,,monte_carlo,24,0.95,7.2,0.95,0.9,0.04999999999999993,3,463,1.0,1.0,0.0,0.0,1.0,"put,x=1,y=1,piece_index=2,direction1=Z,direction2=X",
8,4,G,1,6,397,put,2,1,Y,X,,random,,,,,,,4,397,1.0,0.5,0.0,0.5,1.0,"put,x=2,y=1,piece_index=2,direction1=Y,direction2=X",
8,5,F,1,5,301,put,1,2,Z,X,,monte_carlo,24,0.85,3.5,0.85,0.85,0.0,5,301,1.0,1.0,0.0,0.0,1.0,"put,x=1,y=2,piece_index=0,direction1=Z,direction2=X",
8,6,G,1,4,241,put,0,2,Y,X,,random,,,,,,,6,241,1.0,1.0,0.0,0.0,1.0,"put,x=0,y=2,piece_index=4,direction1=Y,direction2=X",0.5
8,7,F,1,3,163,put,1,0,Y,Z,,monte_carlo,24,1.0,4.8,1.0,0.9,0.09999999999999998,7,163,1.0,1.0,0.0,0.0,1.0,"put,x=1,y=0,piece_index=2,direction1=Y,direction2=Z",
8,8,G,1,2,109,put,0,0,Y,X,,random,,,,,,,8,109,1.0,0.75,0.0,0.25,1.0,"put,x=0,y=0,piece_index=6,direction1=Y,direction2=X",
8,9,F,1,1,49,put,2,0,Y,X,,monte_carlo,24,1.0,5.8,1.0,1.0,0.0,9,49,1.0,1.0,0.0,0.0,1.0,"put,x=2,y=0,piece_index=6,direction1=Y,direction2=X",
8,10,F,2,9,547,put,2,2,Z,X,X,monte_carlo,24,1.0,7.4,1.0,1.0,0.0,10,547,1.0,1.0,0.5,0.0,0.5,"put,x=2,y=2,piece_index=3,direction1=Z,direction2=X,down_direction=X",
8,11,G,2,8,544,put,2,1,X,Z,X,random,,,,,,,11,544,0.25,0.0,0.0,0.25,0.25,"put,x=2,y=1,piece_index=4,direction1=X,direction2=Z,down_direction=X",
8,12,F,2,7,361,put,1,0,Z,Y,,monte_carlo,24,1.0,8.4,1.0,1.0,0.0,12,361,1.0,1.0,0.75,0.0,0.25,"put,x=1,y=0,piece_index=4,direction1=Z,direction2=Y",
8,13,G,2,6,364,put,0,1,X,Y,,random,,,,,,,13,364,0.0,0.0,0.0,0.0,0.0,"put,x=0,y=1,piece_index=1,direction1=X,direction2=Y",0.0
8,14,F,2,5,221,put,0,2,Z,X,,monte_carlo,24,1.0,11.2,1.0,1.0,0.0,14,221,1.0,1.0,1.0,0.0,0.0,"put,x=0,y=2,piece_index=3,direction1=Z,direction2=X",
8,15,G,2,4,204,put,0,0,Z,X,,random,,,,,,,15,204,0.0,0.0,0.0,0.0,0.0,"put,x=0,y=0,piece_index=4,direction1=Z,direction2=X",
8,16,F,2,3,97,put,2,0,Y,Z,,monte_carlo,24,1.0,11.6,1.0,1.0,0.0,16,97,1.0,1.0,1.0,0.0,0.0,"put,x=2,y=0,piece_index=0,direction1=Y,direction2=Z",
8,17,G,2,2,70,put,1,2,Z,Y,Y,random,,,,,,,17,70,0.0,0.0,0.0,0.0,0.0,"put,x=1,y=2,piece_index=4,direction1=Z,direction2=Y,down_direction=Y",
8,18,F,2,1,19,put,1,1,X,Z,,monte_carlo,19,1.0,11.1,1.0,1.0,0.0,18,19,1.0,1.0,1.0,0.0,0.0,"put,x=1,y=1,piece_index=2,direction1=X,direction2=Z",1.0
8,19,G,3,9,312,put,0,1,X,Z,X,random,,,,,,,19,312,0.0,0.0,0.0,0.0,0.0,"put,x=0,y=1,piece_index=3,direction1=X,direction2=Z,down_direction=X",
8,20,F,3,8,140,put,1,2,Y,Z,,monte_carlo,24,1.0,11.3,1.0,1.0,0.0,20,140,1.0,1.0,1.0,0.0,0.0,"put,x=1,y=2,piece_index=0,direction1=Y,direction2=Z",1.0
8,21,G,3,7,186,put,0,0,Z,X,X,random,,,,,,,21,186,0.0,0.0,0.0,0.0,0.0,"put,x=0,y=0,piece_index=2,direction1=Z,direction2=X,down_direction=X",
8,22,F,3,6,52,put,2,2,X,Z,,monte_carlo,24,1.0,12.4,1.0,1.0,0.0,22,52,1.0,1.0,1.0,0.0,0.0,"put,x=2,y=2,piece_index=0,direction1=X,direction2=Z",
8,23,G,3,5,84,put,1,0,Y,Z,,random,,,,,,,23,84,0.0,0.0,0.0,0.0,0.0,"put,x=1,y=0,piece_index=0,direction1=Y,direction2=Z",
8,24,G,3,4,34,put,1,1,Z,Y,,random,,,,,,,24,34,0.0,0.0,0.0,0.0,0.0,"put,x=1,y=1,piece_index=0,direction1=Z,direction2=Y",
9,1,F,1,9,649,put,0,2,Z,Y,,monte_carlo,24,0.9,3.9,0.9,0.85,0.050000000000000044,1,649,1.0,1.0,0.0,0.0,1.0,"put,x=0,y=2,piece_index=9,direction1=Z,direction2=Y",
9,2,G,1,8,577,put,0,0,Y,X,,random,,,,,,,2,577,1.0,0.75,0.0,0.25,1.0,"put,x=0,y=0,piece_index=7,direction1=Y,direction2=X",
9,3,F,1,7,463,put,1,1,X,Z,,monte_carlo,24,1.0,5.5,1.0,0.9,0.09999999999999998,3,463,1.0,1.0,0.0,0.0,1.0,"put,x=1,y=1,piece_index=3,direction1=X,direction2=Z",
9,4,G,1,6,397,put,1,2,Y,X,,random,,,,,,,4,397,1.0,0.75,0.0,0.25,1.0,"put,x=1,y=2,piece_index=0,direction1=Y,direction2=X",
9,5,F,1,5,301,put,1,0,Z,X,,monte_carlo,24,1.0,2.8,1.0,0.95,0.050000000000000044,5,301,1.0,1.0,0.0,0.0,1.0,"put,x=1,y=0,piece_index=4,direction1=Z,direction2=X",
9,6,G,1,4,241,put,2,0,X,Y,,random,,,,,,,6,241,1.0,0.5,0.0,0.5,1.0,"put,x=2,y=0,piece_index=5,direction1=X,direction2=Y",0.5
9,7,F,1,3,163,put,2,1,Z,Y,,monte_carlo,24,1.0,4.3,1.0,0.9,0.09999999999999998,7,163,1.0,1.0,0.0,0.0,1.0,"put,x=2,y=1,piece_index=1,direction1=Z,direction2=Y",
9,8,G,1,2,109,put,2,2,Z,Y,,random,,,,,,,8,109,0.5,0.5,0.0,0.0,0.5,"put,x=2,y=2,piece_index=1,direction1=Z,direction2=Y",
9,9,F,1,1,49,put,0,1,Z,Y,,monte_carlo,24,1.0,7.5,1.0,1.0,0.0,9,49,1.0,1.0,0.25,0.0,0.75,"put,x=0,y=1,piece_index=1,direction1=Z,direction2=Y",0.5
9,10,F,2,9,547,put,0,0,Z,X,X,monte_carlo,24,1.0,9.8,1.0,1.0,0.0,10,547,1.0,1.0,1.0,0.0,0.0,"put,x=0,y=0,piece_index=4,direction1=Z,direction2=X,down_direction=X",
9,11,G,2,8,544,put,0,1,Z,X,,random,,,,,,,11,544,0.0,0.0,0.0,0.0,0.0,"put,x=0,y=1,piece_index=7,direction1=Z,direction2=X",
9,12,F,2,7,361,put,0,2,Y,Z,,monte_carlo,24,1.0,11.3,1.0,1.0,0.0,12,361,1.0,1.0,1.0,0.0,0.0,"put,x=0,y=2,piece_index=5,direction1=Y,direction2=Z",
9,13,G,2,6,350,put,2,1,X,Z,,random,,,,,,,13,350,0.0,0.0,0.0,0.0,0.0,"put,x=2,y=1,piece_index=4,direction1=X,direction2=Z",
9,14,F,2,5,211,put,1,0,Y,X,,monte_carlo,24,1.0,11.2,1.0,1.0,0.0,14,211,1.0,1.0,1.0,0.0,0.0,"put,x=1,y=0,piece_index=3,direction1=Y,direction2=X",
9,15,G,2,4,204,put,1,1,Z,X,,random,,,,,,,15,204,0.0,0.0,0.0,0.0,0.0,"put,x=1,y=1,piece_index=4,direction1=Z,direction2=X",
9,16,F,2,3,113,put,1,2,Z,Y,Y,monte_carlo,24,1.0,13.1,1.0,1.0,0.0,16,113,1.0,1.0,1.0,0.0,0.0,"put,x=1,y=2,piece_index=2,direction1=Z,direction2=Y,down_direction=Y",1.0
9,17,G,2,2,100,put,2,2,Y,Z,Y,random,,,,,,,17,100,0.0,0.0,0.0,0.0,0.0,"put,x=2,y=2,piece_index=1,direction1=Y,direction2=Z,down_direction=Y",
9,18,F,2,1,31,put,2,0,Z,Y,Y,monte_carlo,24,1.0,15.4,1.0,1.0,0.0,18,31,1.0,1.0,1.0,0.0,0.0,"put,x=2,y=0,piece_index=0,direction1=Z,direction2=Y,down_direction=Y",1.0
9,19,G,3,9,312,put,1,1,Z,X,,random,,,,,,,19,312,0.0,0.0,0.0,0.0,0.0,"put,x=1,y=1,piece_index=0,direction1=Z,direction2=X",0.0
9,20,F,3,8,144,put,2,2,X,Z,,monte_carlo,24,1.0,17.8,1.0,1.0,0.0,20,144,1.0,1.0,1.0,0.0,0.0,"put,x=2,y=2,piece_index=1,direction1=X,direction2=Z",
9,21,G,3,7,186,put,0,2,Y,Z,Y,random,,,,,,,21,186,0.0,0.0,0.0,0.0,0.0,"put,x=0,y=2,piece_index=1,direction1=Y,direction2=Z,down_direction=Y",
9,22,F,3,6,52,put,1,0,X,Y,,monte_carlo,24,1.0,18.7,1.0,1.0,0.0,22,52,1.0,1.0,1.0,0.0,0.0,"put,x=1,y=0,piece_index=0,direction1=X,direction2=Y",1.0
9,23,G,3,5,88,put,0,0,Z,X,X,random,,,,,,,23,88,0.0,0.0,0.0,0.0,0.0,"put,x=0,y=0,piece_index=1,direction1=Z,direction2=X,down_direction=X",
9,24,G,3,4,34,put,0,1,X,Z,X,random,,,,,,,24,34,0.0,0.0,0.0,0.0,0.0,"put,x=0,y=1,piece_index=0,direction1=X,direction2=Z,down_direction=X",
10,1,F,1,9,649,put,0,2,Z,Y,,monte_carlo,24,0.9,3.4,0.9,0.8,0.09999999999999998,1,649,1.0,1.0,0.0,0.0,1.0,"put,x=0,y=2,piece_index=0,direction1=Z,direction2=Y",
10,2,G,1,8,577,put,2,0,X,Y,,random,,,,,,,2,577,1.0,1.0,0.0,0.0,1.0,"put,x=2,y=0,piece_index=4,direction1=X,direction2=Y",
10,3,F,1,7,463,put,0,0,Z,Y,,monte_carlo,24,0.9,4.3,0.9,0.8,0.09999999999999998,3,463,1.0,1.0,0.0,0.0,1.0,"put,x=0,y=0,piece_index=2,direction1=Z,direction2=Y",
10,4,G,1,6,397,put,2,1,Z,X,,random,,,,,,,4,397,1.0,1.0,0.0,0.0,1.0,"put,x=2,y=1,piece_index=2,direction1=Z,direction2=X",
10,5,F,1,5,301,put,2,2,X,Y,,monte_carlo,24,0.85,2.3,0.85,0.85,0.0,5,301,1.0,1.0,0.0,0.0,1.0,"put,x=2,y=2,piece_index=3,direction1=X,direction2=Y",
10,6,G,1,4,241,put,1,1,Y,X,,random,,,,,,,6,241,1.0,1.0,0.0,0.0,1.0,"put,x=1,y=1,piece_index=9,direction1=Y,direction2=X",
10,7,F,1,3,163,put,1,2,Z,Y,,monte_carlo,24,0.95,4.2,0.95,0.9,0.04999999999999993,7,163,1.0,1.0,0.0,0.0,1.0,"put,x=1,y=2,piece_index=7,direction1=Z,direction2=Y",
10,8,G,1,2,109,put,1,0,Z,Y,,random,,,,,,,8,109,1.0,0.75,0.0,0.25,1.0,"put,x=1,y=0,piece_index=8,direction1=Z,direction2=Y",0.5
10,9,F,1,1,49,put,0,1,Z,Y,,monte_carlo,24,1.0,4.9,1.0,1.0,0.0,9,49,1.0,1.0,0.0,0.0,1.0,"put,x=0,y=1,piece_index=4,direction1=Z,direction2=Y",
10,10,F,2,9,547,put,2,2,Z,X,,monte_carlo,24,1.0,7.4,1.0,1.0,0.0,10,547,1.0,1.0,0.5,0.0,0.5,"put,x=2,y=2,piece_index=4,direction1=Z,direction2=X",
10,11,G,2,8,544,put,1,1,X,Y,,random,,,,,,,11,544,0.5,0.5,0.0,0.0,0.5,"put,x=1,y=1,piece_index=0,direction1=X,direction2=Y",
10,12,F,2,7,373,put,0,1,X,Z,,monte_carlo,24,1.0,8.1,1.0,1.0,0.0,12,373,1.0,1.0,0.5,0.0,0.5,"put,x=0,y=1,piece_index=5,direction1=X,direction2=Z",
10,13,G,2,6,378,put,2,1,X,Z,,random,,,,,,,13,378,0.0,0.0,0.0,0.0,0.0,"put,x=2,y=1,piece_index=6,direction1=X,direction2=Z",
10,14,F,2,5,231,put,1,0,Z,Y,Y,monte_carlo,24,1.0,11.8,1.0,1.0,0.0,14,231,1.0,1.0,1.0,0.0,0.0,"put,x=1,y=0,piece_index=0,direction1=Z,direction2=Y,down_direction=Y",
10,15,G,2,4,228,put,1,2,Y,Z,,random,,,,,,,15,228,0.0,0.0,0.0,0.0,0.0,"put,x=1,y=2,piece_index=4,direction1=Y,direction2=Z",
10,16,F,2,3,121,put,2,0,Z,X,X,monte_carlo,24,1.0,13.6,1.0,1.0,0.0,16,121,1.0,1.0,1.0,0.0,0.0,"put,x=2,y=0,piece_index=2,direction1=Z,direction2=X,down_direction=X",
10,17,G,2,2,100,put,0,0,Y,Z,Y,random,,,,,,,17,100,0.0,0.0,0.0,0.0,0.0,"put,x=0,y=0,piece_index=2,direction1=Y,direction2=Z,down_direction=Y",
10,18,F,2,1,31,put,0,2,Y,X,,monte_carlo,24,1.0,16.9,1.0,1.0,0.0,18,31,1.0,1.0,1.0,0.0,0.0,"put,x=0,y=2,piece_index=1,direction1=Y,direction2=X",1.0
10,19,G,3,9,312,put,1,2,Y,Z,,random,,,,,,,19,312,0.0,0.0,0.0,0.0,0.0,"put,x=1,y=2,piece_index=0,direction1=Y,direction2=Z",
10,20,F,3,8,140,put,0,0,X,Y,,monte_carlo,24,1.0,16.3,1.0,1.0,0.0,20,140,1.0,1.0,1.0,0.0,0.0,"put,x=0,y=0,piece_index=1,direction1=X,direction2=Y",
10,21,G,3,7,180,put,0,2,X,Z,,random,,,,,,,21,180,0.0,0.0,0.0,0.0,0.0,"put,x=0,y=2,piece_index=1,direction1=X,direction2=Z",
10,22,F,3,6,50,put,1,1,X,Y,,monte_carlo,24,1.0,16.6,1.0,1.0,0.0,22,50,1.0,1.0,1.0,0.0,0.0,"put,x=1,y=1,piece_index=0,direction1=X,direction2=Y",1.0
10,23,G,3,5,88,put,2,0,Y,Z,Y,random,,,,,,,23,88,0.0,0.0,0.0,0.0,0.0,"put,x=2,y=0,piece_index=0,direction1=Y,direction2=Z,down_direction=Y",
10,24,G,3,4,34,put,2,2,Z,X,X,random,,,,,,,24,34,0.0,0.0,0.0,0.0,0.0,"put,x=2,y=2,piece_index=0,direction1=Z,direction2=X,down_direction=X",0.0
