game_id,decision_no,player,phase,empty_cells,legal_actions,action_kind,x,y,direction1,direction2,down_direction,ai,evaluated_candidates,selected_win_rate,selected_score_margin,best_win_rate,second_best_win_rate,best_win_rate_gap
20,12,F,2,7,373,put,2,2,Z,X,X,random,,,,,,
20,13,G,2,6,364,put,0,2,Z,X,X,monte_carlo,24,1.0,8.6,1.0,1.0,0.0
20,14,F,2,5,211,put,2,1,X,Z,,random,,,,,,
20,15,G,2,4,204,put,0,1,Y,X,,monte_carlo,24,1.0,11.2,1.0,1.0,0.0
20,16,F,2,3,105,put,1,2,Z,Y,,random,,,,,,
20,17,G,2,2,90,put,1,0,X,Z,,monte_carlo,24,1.0,12.0,1.0,1.0,0.0
20,18,F,2,1,31,put,0,0,X,Z,X,random,,,,,,
20,19,G,3,9,312,put,0,0,X,Z,,monte_carlo,24,1.0,13.3,1.0,1.0,0.0
20,20,F,3,8,136,put,2,0,X,Z,X,random,,,,,,
20,21,G,3,7,174,put,2,2,Z,X,,monte_carlo,24,1.0,13.4,1.0,1.0,0.0
20,22,F,3,6,48,put,2,1,X,Y,,random,,,,,,
20,23,G,3,5,80,put,1,1,X,Y,,monte_carlo,24,1.0,13.9,1.0,1.0,0.0
20,24,G,3,4,34,put,0,2,X,Z,X,monte_carlo,24,1.0,15.0,1.0,1.0,0.0
21,1,F,1,9,649,put,1,0,X,Y,,random,,,,,,
21,2,G,1,8,577,put,0,1,X,Y,,monte_carlo,24,0.7,0.8,0.7,0.65,0.04999999999999993
21,3,F,1,7,463,put,0,0,X,Y,,random,,,,,,
21,4,G,1,6,397,put,0,2,Z,Y,,monte_carlo,24,0.75,0.7,0.75,0.7,0.050000000000000044
21,5,F,1,5,301,put,2,1,Y,X,,random,,,,,,
21,6,G,1,4,241,put,1,1,Y,Z,,monte_carlo,24,0.8,3.4,0.8,0.7,0.10000000000000009
21,7,F,1,3,163,put,1,2,Y,X,,random,,,,,,
21,8,G,1,2,109,put,2,0,X,Y,,monte_carlo,24,1.0,8.1,1.0,1.0,0.0
21,9,F,1,1,49,put,2,2,Y,X,,random,,,,,,
21,10,F,2,9,547,put,2,0,X,Z,X,random,,,,,,
21,11,G,2,8,544,put,1,2,X,Z,,monte_carlo,24,1.0,9.9,1.0,1.0,0.0
21,12,F,2,7,361,put,0,0,Y,X,,random,,,,,,
21,13,G,2,6,350,put,0,1,Z,X,,monte_carlo,24,1.0,9.8,1.0,1.0,0.0
21,14,F,2,5,211,put,2,2,Y,Z,,random,,,,,,
21,15,G,2,4,192,put,1,0,Y,X,,monte_carlo,24,1.0,10.4,1.0,1.0,0.0
21,16,F,2,3,97,put,0,2,Z,X,X,random,,,,,,
21,17,G,2,2,70,put,2,1,Z,X,,monte_carlo,24,1.0,8.9,1.0,1.0,0.0
21,18,F,2,1,19,put,1,1,Z,Y,,random,,,,,,
21,19,G,3,9,312,put,2,0,Z,Y,,monte_carlo,24,1.0,6.5,1.0,1.0,0.0
21,20,F,3,8,136,put,1,0,Y,X,,random,,,,,,
21,21,G,3,7,180,put,1,1,Y,Z,,monte_carlo,24,1.0,7.2,1.0,1.0,0.0
21,22,F,3,6,54,put,1,2,X,Z,,random,,,,,,
21,23,G,3,5,92,put,2,2,Y,Z,Y,monte_carlo,24,1.0,8.7,1.0,1.0,0.0
21,24,G,3,4,36,put,0,2,X,Z,,monte_carlo,24,1.0,9.0,1.0,1.0,0.0
22,1,F,1,9,649,put,2,1,Z,X,,random,,,,,,
22,2,G,1,8,577,put,1,1,X,Y,,monte_carlo,24,0.5,-0.3,0.5,0.5,0.0
22,3,F,1,7,463,put,0,2,Y,X,,random,,,,,,
22,4,G,1,6,397,put,0,1,Z,Y,,monte_carlo,24,0.5,-0.1,0.5,0.5,0.0
22,5,F,1,5,301,put,2,2,X,Z,,random,,,,,,
22,6,G,1,4,241,put,1,0,Y,X,,monte_carlo,24,0.8,2.1,0.8,0.5,0.30000000000000004
22,7,F,1,3,163,put,0,0,Z,Y,,random,,,,,,
22,8,G,1,2,109,put,2,0,Y,Z,,monte_carlo,24,0.8,1.0,0.8,0.6,0.20000000000000007
22,9,F,1,1,49,put,1,2,Z,Y,,random,,,,,,
22,10,F,2,9,547,put,0,2,Z,X,X,random,,,,,,
22,11,G,2,8,544,put,1,2,X,Y,,monte_carlo,24,0.65,0.5,0.65,0.5,0.15000000000000002
22,12,F,2,7,361,put,2,0,Y,Z,Y,random,,,,,,
22,13,G,2,6,350,put,2,2,Z,Y,,monte_carlo,24,0.7,1.0,0.7,0.7,0.0
22,14,F,2,5,201,put,1,0,X,Y,,random,,,,,,
22,15,G,2,4,192,put,0,1,Y,X,,monte_carlo,24,0.9,2.4,0.9,0.9,0.0
22,16,F,2,3,97,put,0,0,Y,Z,,random,,,,,,
22,17,G,2,2,70,put,2,1,Z,Y,,monte_carlo,24,0.95,2.3,0.95,0.95,0.0
22,18,F,2,1,19,put,1,1,X,Z,,random,,,,,,
22,19,G,3,9,312,put,1,2,Z,Y,,monte_carlo,24,1.0,3.8,1.0,1.0,0.0
22,20,F,3,8,140,put,1,0,X,Z,,random,,,,,,
22,21,G,3,7,186,put,2,2,Y,X,,monte_carlo,24,1.0,4.3,1.0,1.0,0.0
22,22,F,3,6,52,put,2,1,Y,X,,random,,,,,,
22,23,G,3,5,88,put,0,0,Z,X,X,monte_carlo,24,1.0,4.3,1.0,1.0,0.0
22,24,G,3,4,34,put,0,2,Y,Z,,monte_carlo,24,1.0,6.0,1.0,1.0,0.0
23,1,F,1,9,649,put,1,0,X,Y,,random,,,,,,
23,2,G,1,8,577,put,2,0,Y,X,,monte_carlo,24,0.65,1.3,0.65,0.65,0.0
23,3,F,1,7,463,put,2,1,X,Y,,random,,,,,,
23,4,G,1,6,397,put,0,2,Z,Y,,monte_carlo,24,0.75,0.1,0.75,0.6,0.15000000000000002
23,5,F,1,5,301,put,0,0,Y,X,,random,,,,,,
23,6,G,1,4,241,put,0,1,Y,X,,monte_carlo,24,0.7,1.7,0.7,0.6,0.09999999999999998
23,7,F,1,3,163,put,2,2,X,Y,,random,,,,,,
23,8,G,1,2,109,put,1,1,Z,X,,monte_carlo,24,0.85,2.7,0.85,0.8,0.04999999999999993
23,9,F,1,1,49,put,1,2,X,Z,,random,,,,,,
23,10,F,2,9,547,put,0,1,X,Z,X,random,,,,,,
23,11,G,2,8,560,put,2,0,X,Z,X,monte_carlo,24,1.0,7.7,1.0,1.0,0.0
23,12,F,2,7,361,put,2,2,Z,X,,random,,,,,,
23,13,G,2,6,350,put,2,1,Z,Y,,monte_carlo,24,1.0,8.1,1.0,1.0,0.0
23,14,F,2,5,211,put,0,2,Y,X,,random,,,,,,
23,15,G,2,4,192,put,1,0,Z,X,,monte_carlo,24,1.0,9.2,1.0,1.0,0.0
23,16,F,2,3,97,put,0,0,Z,Y,Y,random,,,,,,
23,17,G,2,2,70,put,1,1,X,Z,,monte_carlo,24,1.0,10.3,1.0,1.0,0.0
23,18,F,2,1,25,put,1,2,Y,X,,random,,,,,,
23,19,G,3,9,312,put,0,0,Y,Z,Y,monte_carlo,24,1.0,11.0,1.0,1.0,0.0
23,20,F,3,8,136,put,1,0,X,Y,,random,,,,,,
23,21,G,3,7,180,put,2,0,Y,X,,monte_carlo,24,1.0,12.5,1.0,1.0,0.0
23,22,F,3,6,50,put,0,1,X,Z,,random,,,,,,
23,23,G,3,5,84,put,2,1,X,Z,,monte_carlo,24,1.0,13.1,1.0,1.0,0.0
23,24,G,3,4,34,put,1,2,X,Y,,monte_carlo,24,1.0,14.0,1.0,1.0,0.0
24,1,F,1,9,649,put,1,2,Y,Z,,random,,,,,,
24,2,G,1,8,577,put,0,0,X,Z,,monte_carlo,24,0.65,1.1,0.65,0.6,0.050000000000000044
24,3,F,1,7,463,put,0,1,Z,Y,,random,,,,,,
24,4,G,1,6,397,put,2,2,X,Z,,monte_carlo,24,0.65,0.5,0.65,0.65,0.0
24,5,F,1,5,301,put,2,0,X,Z,,random,,,,,,
24,6,G,1,4,241,put,0,2,Z,Y,,monte_carlo,24,0.8,3.4,0.8,0.8,0.0
24,7,F,1,3,163,put,2,1,Z,X,,random,,,,,,
24,8,G,1,2,109,put,1,1,X,Y,,monte_carlo,24,0.95,2.8,0.95,0.9,0.04999999999999993
24,9,F,1,1,49,put,1,0,Y,Z,,random,,,,,,
24,10,F,2,9,547,put,2,1,Z,X,X,random,,,,,,
24,11,G,2,8,560,put,0,0,X,Y,,monte_carlo,24,1.0,4.1,1.0,0.95,0.050000000000000044
24,12,F,2,7,361,put,1,2,Y,Z,Y,random,,,,,,
24,13,G,2,6,364,put,2,2,X,Y,,monte_carlo,24,1.0,4.2,1.0,1.0,0.0
24,14,F,2,5,211,put,2,0,Z,Y,Y,random,,,,,,
24,15,G,2,4,192,put,1,0,Z,Y,Y,monte_carlo,24,1.0,5.1,1.0,1.0,0.0
24,16,F,2,3,97,put,0,2,Z,Y,,random,,,,,,
24,17,G,2,2,70,put,1,1,X,Y,,monte_carlo,24,1.0,7.8,1.0,1.0,0.0
24,18,F,2,1,25,end_phase,,,,,,random,,,,,,
24,19,G,3,9,312,put,0,0,Y,X,,monte_carlo,24,1.0,7.2,1.0,1.0,0.0
24,20,F,3,8,204,put,2,1,Z,X,X,random,,,,,,
24,21,G,3,7,180,put,1,0,Y,Z,,monte_carlo,24,1.0,7.5,1.0,1.0,0.0
24,22,F,3,6,104,put,0,1,X,Z,,random,,,,,,
24,23,G,3,5,88,put,2,0,Y,Z,,monte_carlo,24,1.0,7.1,1.0,1.0,0.0
24,24,F,3,4,34,put,0,2,Y,Z,,random,,,,,,
24,25,G,3,3,24,put,1,1,X,Y,,monte_carlo,24,1.0,8.0,1.0,1.0,0.0
25,1,F,1,9,649,put,1,2,Z,Y,,random,,,,,,
25,2,G,1,8,577,put,2,2,Z,Y,,monte_carlo,24,0.6,0.8,0.6,0.5,0.09999999999999998
25,3,F,1,7,463,put,0,2,X,Y,,random,,,,,,
25,4,G,1,6,397,end_phase,,,,,,monte_carlo,24,0.9,2.2,0.9,0.7,0.20000000000000007
25,5,F,2,9,781,put,2,0,Y,X,,random,,,,,,
25,6,G,2,8,748,put,0,0,Z,Y,,monte_carlo,24,0.85,2.8,0.85,0.85,0.0
25,7,F,2,7,523,put,1,2,Z,X,,random,,,,,,
25,8,G,2,6,500,put,2,1,Z,X,X,monte_carlo,24,1.0,5.8,1.0,1.0,0.0
25,9,F,2,5,337,put,2,2,X,Y,,random,,,,,,
25,10,G,2,4,288,put,0,2,Z,X,X,monte_carlo,24,1.0,7.0,1.0,1.0,0.0
25,11,F,2,3,155,put,0,1,X,Z,X,random,,,,,,
25,12,G,2,2,112,put,1,1,Z,Y,,monte_carlo,24,1.0,8.3,1.0,1.0,0.0
25,13,F,2,1,49,put,1,0,Z,X,,random,,,,,,
25,14,G,3,9,546,put,2,0,Z,X,X,monte_carlo,24,1.0,9.1,1.0,1.0,0.0
25,15,F,3,8,340,put,0,2,Y,X,,random,,,,,,
25,16,G,3,7,348,put,0,1,Y,X,,monte_carlo,24,1.0,9.9,1.0,1.0,0.0
25,17,F,3,6,200,put,2,2,X,Z,X,random,,,,,,
25,18,G,3,5,200,put,2,1,X,Z,X,monte_carlo,24,1.0,10.4,1.0,1.0,0.0
25,19,F,3,4,96,put,1,0,Z,X,,random,,,,,,
25,20,G,3,3,96,put,1,1,Y,X,,monte_carlo,24,1.0,12.0,1.0,1.0,0.0
25,21,F,3,2,36,put,0,0,Z,Y,,random,,,,,,
25,22,G,3,1,24,put,1,2,X,Z,,monte_carlo,24,1.0,12.0,1.0,1.0,0.0
26,1,F,1,9,649,put,0,1,Z,X,,random,,,,,,
26,2,G,1,8,577,put,2,1,Z,Y,,monte_carlo,24,0.65,0.9,0.65,0.6,0.050000000000000044
26,3,F,1,7,463,put,0,0,Y,Z,,random,,,,,,
26,4,G,1,6,397,put,2,2,Y,X,,monte_carlo,24,0.6,1.0,0.6,0.6,0.0
26,5,F,1,5,301,put,1,2,Z,X,,random,,,,,,
26,6,G,1,4,241,put,2,0,Z,X,,monte_carlo,24,0.8,2.6,0.8,0.65,0.15000000000000002
26,7,F,1,3,163,put,0,2,Y,Z,,random,,,,,,
26,8,G,1,2,109,put,1,1,Z,X,,monte_carlo,24,1.0,6.8,1.0,1.0,0.0
26,9,F,1,1,49,put,1,0,Z,Y,,random,,,,,,
26,10,F,2,9,547,put,0,2,X,Z,X,random,,,,,,
26,11,G,2,8,544,put,0,0,Z,X,,monte_carlo,24,0.8,3.5,0.8,0.8,0.0
26,12,F,2,7,349,put,1,0,X,Z,,random,,,,,,
26,13,G,2,6,350,put,0,1,X,Z,,monte_carlo,24,0.85,3.2,0.85,0.8,0.04999999999999993
26,14,F,2,5,211,put,2,0,Z,Y,,random,,,,,,
26,15,G,2,4,192,put,2,2,Z,X,X,monte_carlo,24,1.0,3.6,1.0,0.9,0.09999999999999998
26,16,F,2,3,89,put,1,1,Y,X,,random,,,,,,
26,17,G,2,2,80,put,1,2,Z,Y,Y,monte_carlo,24,1.0,5.2,1.0,1.0,0.0
26,18,F,2,1,25,put,2,1,Z,Y,,random,,,,,,
26,19,G,3,9,312,put,1,0,X,Y,,monte_carlo,24,1.0,6.1,1.0,1.0,0.0
26,20,F,3,8,140,put,0,1,X,Z,X,random,,,,,,
26,21,G,3,7,186,put,2,1,X,Z,,monte_carlo,24,1.0,6.9,1.0,1.0,0.0
26,22,F,3,6,54,put,1,1,Y,X,,random,,,,,,
26,23,G,3,5,96,put,0,2,Y,Z,,monte_carlo,24,1.0,7.7,1.0,1.0,0.0
26,24,G,3,4,38,put,2,2,X,Z,X,monte_carlo,24,1.0,8.0,1.0,1.0,0.0
27,1,F,1,9,649,put,1,0,Y,X,,random,,,,,,
27,2,G,1,8,577,put,0,1,Y,X,,monte_carlo,24,0.7,1.2,0.7,0.65,0.04999999999999993
27,3,F,1,7,463,put,2,1,Y,X,,random,,,,,,
27,4,G,1,6,397,put,2,0,Z,Y,,monte_carlo,24,0.8,2.0,0.8,0.7,0.10000000000000009
27,5,F,1,5,301,put,2,2,Y,X,,random,,,,,,
27,6,G,1,4,241,put,0,0,Y,Z,,monte_carlo,24,0.95,3.3,0.95,0.8,0.1499999999999999
27,7,F,1,3,163,put,0,2,Z,X,,random,,,,,,
27,8,G,1,2,109,put,1,1,Z,X,,monte_carlo,24,1.0,3.9,1.0,0.9,0.09999999999999998
27,9,F,1,1,49,put,1,2,X,Y,,random,,,,,,
27,10,F,2,9,547,put,2,2,Y,Z,,random,,,,,,
27,11,G,2,8,544,put,0,1,X,Z,,monte_carlo,24,1.0,7.5,1.0,1.0,0.0
27,12,F,2,7,361,put,1,1,Y,X,,random,,,,,,
27,13,G,2,6,378,put,0,2,Y,Z,,monte_carlo,24,1.0,7.1,1.0,1.0,0.0
27,14,F,2,5,221,put,1,0,Y,Z,Y,random,,,,,,
27,15,G,2,4,216,put,0,0,Z,X,X,monte_carlo,24,1.0,10.2,1.0,1.0,0.0
27,16,F,2,3,105,put,2,1,X,Z,,random,,,,,,
27,17,G,2,2,90,put,2,0,Y,X,,monte_carlo,24,1.0,11.6,1.0,1.0,0.0
27,18,F,2,1,25,put,1,2,Y,X,,random,,,,,,
27,19,G,3,9,312,put,2,1,Z,X,,monte_carlo,24,1.0,12.9,1.0,1.0,0.0
27,20,F,3,8,140,put,0,2,Y,Z,,random,,,,,,
27,21,G,3,7,180,put,2,0,Y,Z,,monte_carlo,24,1.0,14.6,1.0,1.0,0.0
27,22,F,3,6,50,put,1,0,Y,Z,,random,,,,,,
27,23,G,3,5,84,put,1,2,X,Y,,monte_carlo,24,1.0,15.0,1.0,1.0,0.0
27,24,G,3,4,34,put,0,0,X,Z,X,monte_carlo,24,1.0,16.0,1.0,1.0,0.0
28,1,F,1,9,649,put,1,2,Y,Z,,random,,,,,,
28,2,G,1,8,577,put,1,1,Z,X,,monte_carlo,24,0.7,1.2,0.7,0.65,0.04999999999999993
28,3,F,1,7,463,put,0,0,Z,Y,,random,,,,,,
28,4,G,1,6,397,end_phase,,,,,,monte_carlo,24,0.85,3.8,0.85,0.8,0.04999999999999993
28,5,F,2,9,781,put,2,1,X,Z,,random,,,,,,
28,6,G,2,8,770,put,0,2,Z,Y,Y,monte_carlo,24,1.0,4.9,1.0,1.0,0.0
28,7,F,2,7,541,put,2,2,Z,Y,,random,,,,,,
28,8,G,2,6,500,put,1,2,Z,X,,monte_carlo,24,1.0,7.1,1.0,1.0,0.0
28,9,F,2,5,337,put,2,0,X,Y,,random,,,,,,
28,10,G,2,4,288,put,0,0,Y,Z,,monte_carlo,24,1.0,5.8,1.0,1.0,0.0
28,11,F,2,3,155,put,1,1,Y,X,,random,,,,,,
28,12,G,2,2,128,put,1,0,X,Y,,monte_carlo,24,1.0,7.5,1.0,1.0,0.0
28,13,F,2,1,49,put,0,1,Y,X,,random,,,,,,
28,14,G,3,9,546,put,0,1,Z,Y,,monte_carlo,24,1.0,8.5,1.0,1.0,0.0
28,15,F,3,8,350,put,2,0,Z,X,X,random,,,,,,
28,16,G,3,7,360,put,1,2,Y,X,,monte_carlo,24,1.0,8.3,1.0,1.0,0.0
28,17,F,3,6,208,put,0,0,Z,X,,random,,,,,,
28,18,G,3,5,210,put,1,1,X,Y,,monte_carlo,24,1.0,9.1,1.0,1.0,0.0
28,19,F,3,4,108,put,2,1,Z,X,X,random,,,,,,
28,20,G,3,3,112,put,1,0,Z,X,,monte_carlo,24,1.0,11.5,1.0,1.0,0.0
28,21,F,3,2,40,put,2,2,Z,Y,Y,random,,,,,,
28,22,G,3,1,30,put,0,2,X,Z,X,monte_carlo,24,1.0,13.0,1.0,1.0,0.0
29,1,F,1,9,649,put,2,2,X,Y,,random,,,,,,
29,2,G,1,8,577,put,1,1,Z,X,,monte_carlo,24,0.85,2.2,0.85,0.6,0.25
29,3,F,1,7,463,put,1,0,Z,X,,random,,,,,,
29,4,G,1,6,397,put,1,2,Y,Z,,monte_carlo,24,0.75,1.6,0.75,0.75,0.0
29,5,F,1,5,301,put,2,0,Y,Z,,random,,,,,,
29,6,G,1,4,241,put,0,2,Y,X,,monte_carlo,24,0.85,4.7,0.85,0.8,0.04999999999999993
29,7,F,1,3,163,put,0,0,Y,Z,,random,,,,,,
29,8,G,1,2,109,put,0,1,Z,Y,,monte_carlo,24,0.8,1.3,0.8,0.75,0.050000000000000044
29,9,F,1,1,49,put,2,1,Y,X,,random,,,,,,
29,10,F,2,9,547,put,0,1,X,Z,,random,,,,,,
29,11,G,2,8,560,put,1,2,Z,Y,,monte_carlo,24,0.9,2.9,0.9,0.85,0.050000000000000044
29,12,F,2,7,373,put,2,1,Y,X,,random,,,,,,
29,13,G,2,6,378,put,2,0,Y,X,,monte_carlo,24,1.0,2.8,1.0,0.95,0.050000000000000044
29,14,F,2,5,221,put,1,1,X,Z,,random,,,,,,
29,15,G,2,4,228,put,1,0,Z,X,,monte_carlo,24,1.0,3.9,1.0,1.0,0.0
29,16,F,2,3,121,put,0,2,Z,Y,,random,,,,,,
29,17,G,2,2,100,put,2,2,Z,Y,Y,monte_carlo,24,1.0,5.9,1.0,1.0,0.0
29,18,F,2,1,31,end_phase,,,,,,random,,,,,,
29,19,G,3,9,312,put,2,0,Y,Z,,monte_carlo,24,1.0,7.3,1.0,1.0,0.0
29,20,F,3,8,204,put,0,1,Y,Z,,random,,,,,,
29,21,G,3,7,180,put,2,2,Y,Z,Y,monte_carlo,24,1.0,7.4,1.0,1.0,0.0
29,22,F,3,6,100,put,1,0,Z,Y,,random,,,,,,
29,23,G,3,5,84,put,0,0,Z,Y,,monte_carlo,24,1.0,8.2,1.0,1.0,0.0
29,24,F,3,4,32,put,1,2,Z,X,,random,,,,,,
29,25,G,3,3,24,put,2,1,X,Y,,monte_carlo,24,1.0,8.0,1.0,1.0,0.0
30,1,F,1,9,649,put,1,1,Y,Z,,random,,,,,,
30,2,G,1,8,577,put,0,1,Z,Y,,monte_carlo,24,0.65,1.5,0.65,0.65,0.0
30,3,F,1,7,463,put,2,0,X,Z,,random,,,,,,
30,4,G,1,6,397,put,0,0,Y,X,,monte_carlo,24,0.95,3.5,0.95,0.9,0.04999999999999993
30,5,F,1,5,301,put,2,2,X,Z,,random,,,,,,
30,6,G,1,4,241,put,2,1,X,Y,,monte_carlo,24,1.0,4.0,1.0,0.9,0.09999999999999998
30,7,F,1,3,163,put,1,0,Y,Z,,random,,,,,,
30,8,G,1,2,109,put,0,2,Z,X,,monte_carlo,24,1.0,8.1,1.0,1.0,0.0
30,9,F,1,1,49,put,1,2,Z,X,,random,,,,,,
30,10,F,2,9,547,put,0,1,Z,X,X,random,,,,,,
30,11,G,2,8,560,put,2,1,Z,X,,monte_carlo,24,1.0,6.2,1.0,1.0,0.0
30,12,F,2,7,373,put,0,2,Y,Z,,random,,,,,,
30,13,G,2,6,364,put,2,0,Y,Z,Y,monte_carlo,24,1.0,6.4,1.0,1.0,0.0
30,14,F,2,5,211,put,1,1,Z,Y,,random,,,,,,
30,15,G,2,4,216,put,0,0,Z,Y,,monte_carlo,24,1.0,8.0,1.0,1.0,0.0
30,16,F,2,3,105,put,1,2,Y,X,,random,,,,,,
30,17,G,2,2,90,put,2,2,Y,Z,,monte_carlo,24,1.0,10.1,1.0,1.0,0.0
30,18,F,2,1,25,put,1,0,X,Z,,random,,,,,,
30,19,G,3,9,312,put,1,2,Z,Y,Y,monte_carlo,24,1.0,8.9,1.0,1.0,0.0
30,20,F,3,8,140,put,1,0,Y,Z,,random,,,,,,
30,21,G,3,7,186,put,2,2,X,Y,,monte_carlo,24,1.0,9.4,1.0,1.0,0.0
30,22,F,3,6,52,put,0,2,X,Y,,random,,,,,,
30,23,G,3,5,84,put,0,0,X,Z,X,monte_carlo,24,1.0,9.2,1.0,1.0,0.0
30,24,G,3,4,32,put,2,1,X,Z,,monte_carlo,24,1.0,10.0,1.0,1.0,0.0
